,freq,word,freq Mu
1078,2.0,and,
1079,1.0,eyes,
1080,1.0,are,
1081,1.0,chino,
1082,1.0,stackin,
1083,1.0,chips,
1084,1.0,live,
1085,1.0,casinos,
1086,1.0,mobbin,
1087,1.0,call,
1088,1.0,pacino,
1089,1.0,do,
1090,1.0,for,
1091,1.0,racin,
1092,1.0,ricky,
1093,1.0,bobby,
1094,1.0,ay,
1095,1.0,tell,
1096,1.0,bill,
1097,1.0,cost,
1098,3.0,be,
1099,1.0,makin,
1100,1.0,tsunami,
1101,1.0,college,
1102,1.0,park,
1103,2.0,find,
1104,2.0,¡pura,
1105,1.0,cumbia,
1106,1.0,¡mis,
1107,2.0,banda,1.0
1108,1.0,bastön,
1109,1.0,kap-g,
1110,1.0,¡desde,
1111,9.0,méxico,2.0
1112,1.0,atlanta,
1113,1.0,¡súbele,
1114,2.0,compa,1.0
1115,1.0,tiger,1.0
1116,1.0,blood,1.0
1117,4.0,familia,3.0
1118,1.0,estévez,1.0
1119,1.0,abominable,1.0
1120,2.0,hombre,2.0
1121,1.0,nieves,1.0
1122,1.0,sucio,1.0
1123,2.0,negocios,2.0
1124,1.0,crueles,1.0
1125,1.0,vives,1.0
1126,2.0,mueres,2.0
1127,1.0,mueve,1.0
1128,2.0,drama,2.0
1129,1.0,vi-vida,1.0
1130,1.0,silvia,1.0
1131,1.0,pinal,1.0
1132,1.0,hora,1.0
1133,1.0,mismo,1.0
1134,1.0,canal,1.0
1135,1.0,buenas,1.0
1136,2.0,malas,2.0
1137,1.0,conseguirlo,1.0
1138,1.0,pon,1.0
1139,1.0,bolsillo,1.0
1140,2.0,equivocamos,2.0
1141,1.0,rumbo,1.0
1142,1.0,convenció,1.0
1143,1.0,materia,1.0
1144,1.0,perdimos,1.0
1145,1.0,tranquilidad,1.0
1146,1.0,último,1.0
1147,1.0,perro,1.0
1148,2.0,debes,2.0
1149,2.0,saber,1.0
1150,2.0,ganar,2.0
1151,6.0,perder,6.0
1152,1.0,¿eso,1.0
1153,3.0,cuido,2.0
1154,4.0,jale,2.0
1155,1.0,aprendiz,1.0
1156,1.0,¿y,1.0
1157,1.0,poli,1.0
1158,2.0,decir,2.0
1159,1.0,please,1.0
1160,1.0,muchacho,
1161,1.0,eh,
1162,1.0,quería,
1163,1.0,pedirle,
1164,3.0,trabajo,1.0
1165,3.0,señor,1.0
1166,1.0,¿querías,
1167,1.0,¿sabes,
1168,1.0,tipo,
1169,2.0,pos,1.0
1170,2.0,hm,
1171,1.0,entrarle,
1172,1.0,falta,
1173,1.0,tenerlos,
1174,1.0,puestos,
1175,1.0,¿tú,
1176,1.0,echar,
1177,2.0,ganas,1.0
1178,11.0,wey,1.0
1179,1.0,atrae,
1180,1.0,carros,
1181,1.0,viajes,
1182,2.0,viejas,
1183,1.0,lana,
1184,1.0,chupe,
1185,1.0,desmadre,
1186,3.0,bueno,2.0
1187,2.0,va.,
1188,1.0,dejarnos,
1189,1.0,pendejadas,
1190,1.0,mamadas,
1191,1.0,jaladas,
1192,1.0,leal,
1193,2.0,empresa,1.0
1194,1.0,andando,
1195,1.0,fanfarrón,
1196,1.0,hablando,
1197,1.0,costar,
1198,1.0,corremos,
1199,1.0,eliminamos,
1200,1.0,nomas,
1201,3.0,pinche,1.0
1202,1.0,tenlo,
1203,1.0,entras,
1204,7.0,cabrón,1.0
1205,1.0,acuérdate,
1206,1.0,controlar,1.0
1207,1.0,ah,1.0
1208,1.0,diga,1.0
1209,1.0,valgo,1.0
1210,2.0,salgo,2.0
1211,4.0,camino,4.0
1212,5.0,polvo,1.0
1213,1.0,viaje,1.0
1214,1.0,largo,1.0
1215,4.0,niño,4.0
1216,1.0,trepado,1.0
1217,1.0,árbol,1.0
1218,2.0,viendo,2.0
1219,3.0,cómo,3.0
1220,1.0,alcanzarlo,1.0
1221,1.0,queso,1.0
1222,1.0,buscarlo,1.0
1223,1.0,lenguaje,1.0
1224,1.0,parlo,1.0
1225,2.0,cuento,2.0
1226,2.0,barrios,2.0
1227,2.0,vuelto,2.0
1228,1.0,cambio,1.0
1229,1.0,climático,1.0
1230,2.0,metidos,2.0
1231,1.0,tráfico,1.0
1232,1.0,narcotráfico,1.0
1233,1.0,volviéndonos,1.0
1234,4.0,pasa,4.0
1235,1.0,rápido,1.0
1236,1.0,personal,1.0
1237,1.0,espiral,1.0
1238,2.0,bolsas,1.0
1239,1.0,vacantes,1.0
1240,1.0,criminal,1.0
1241,1.0,local,1.0
1242,1.0,fusca,1.0
1243,1.0,corto,1.0
1244,1.0,nomás,1.0
1245,1.0,levanto,1.0
1246,1.0,click-clack,1.0
1247,1.0,desató,1.0
1248,1.0,fiera,1.0
1249,1.0,patria,1.0
1250,1.0,cállate,1.0
1251,1.0,perra,1.0
1252,1.0,billete,1.0
1253,1.0,pecho,1.0
1254,1.0,truenen,1.0
1255,1.0,reviente,1.0
1256,1.0,falte,1.0
1257,1.0,vivos,1.0
1258,1.0,créelo,1.0
1259,5.0,aprendí,4.0
1260,4.0,comprender,4.0
1261,4.0,entender,4.0
1262,2.0,líos,2.0
1263,2.0,eché,2.0
1264,1.0,pobreza,1.0
1265,1.0,religión,1.0
1266,1.0,violencia,1.0
1267,1.0,deposité,1.0
1268,1.0,fé,1.0
1269,1.0,atrapado,1.0
1270,1.0,red,1.0
1271,1.0,negocio,1.0
1272,1.0,enseñado,1.0
1273,2.0,cobra,2.0
1274,1.0,llorar,1.0
1275,2.0,volar,2.0
1276,1.0,vuela,1.0
1277,1.0,caja,1.0
1278,3.0,rodeado,3.0
1279,1.0,velas,1.0
1280,1.0,balas,1.0
1281,1.0,pelan,1.0
1282,1.0,convertí,1.0
1283,1.0,salvaje,1.0
1284,2.0,sentirme,2.0
1285,2.0,olvidé,2.0
1286,1.0,hambre,1.0
1287,1.0,avispas,1.0
1288,1.0,metal,1.0
1289,1.0,silbando,1.0
1290,1.0,atacan,1.0
1291,1.0,enjambre,1.0
1292,1.0,mantuve,1.0
1293,1.0,flote,1.0
1294,2.0,barco,1.0
1295,1.0,charcos,1.0
1296,2.0,sangre,2.0
1297,1.0,veloz,1.0
1298,1.0,perdidos,1.0
1299,3.0,olvidados,3.0
1300,4.0,dios,4.0
1301,2.0,futuro,2.0
1302,1.0,destruyó,1.0
1303,1.0,sonrío,1.0
1304,1.0,sombrío,1.0
1305,1.0,relatos,1.0
1306,1.0,tratos,1.0
1307,1.0,caídos,1.0
1308,2.0,asesinato,1.0
1309,1.0,serial,1.0
1310,1.0,arrebato,1.0
1311,3.0,carne,3.0
1312,2.0,plato,1.0
1313,1.0,vi,1.0
1314,1.0,trajeron,1.0
1315,1.0,flores,1.0
1316,1.0,besan,1.0
1317,1.0,retrato,1.0
1318,1.0,ataúd,1.0
1319,3.0,olvida,2.0
1320,1.0,chingón,1.0
1321,1.0,retrocede,1.0
1322,1.0,quedado,1.0
1323,1.0,llueve,1.0
1324,2.0,smo,
1325,2.0,piensa,
1326,2.0,¿acaso,
1327,1.0,requisito,
1328,2.0,ocupas,1.0
1329,1.0,motivo,
1330,1.0,conozca,
1331,1.0,cuerno,
1332,1.0,chivo,
1333,1.0,acepta,
1334,1.0,enemigos,
1335,1.0,vivirán,
1336,1.0,usar,
1337,1.0,torsal,
1338,1.0,abusar,
1339,1.0,hablas,
1340,1.0,espaldas,
1341,1.0,fugaz,
1342,1.0,enemy,
1343,11.0,gracias,1.0
1344,6.0,despierto,5.0
1345,4.0,cuanto,3.0
1346,1.0,dormí,
1347,1.0,pobre,
1348,1.0,lady,
1349,1.0,mentí,
1350,1.0,metí,
1351,1.0,entrometí,
1352,1.0,cometí,
1353,2.0,festín,1.0
1354,1.0,pinchi,
1355,1.0,compromiso,
1356,4.0,hizo,2.0
1357,1.0,iraquí,
1358,2.0,tira,
1359,1.0,asustaría,
1360,1.0,maniquíes,
1361,2.0,oye,
1362,1.0,buki,
1363,1.0,bazooka,
1364,1.0,gerardo,
1365,1.0,gringas,
1366,1.0,nariz,
1367,1.0,pacífico,
1368,1.0,distrito,
1369,1.0,chico,
1370,1.0,maza,
1371,1.0,delito,
1372,1.0,lirical,
1373,1.0,x3,
1374,1.0,sólo,
1375,1.0,pensé,
1376,1.0,feria…,
1377,2.0,aprendiendo,2.0
1378,1.0,reglas,1.0
1379,1.0,respuestas,1.0
1380,1.0,detective,1.0
1381,1.0,manda,1.0
1382,1.0,produce,1.0
1383,1.0,distribuye,1.0
1384,1.0,destruye,1.0
1385,1.0,sombra,1.0
1386,1.0,usa,1.0
1387,1.0,muñeca,1.0
1388,1.0,rusa,1.0
1389,1.0,intrusa,1.0
1390,1.0,cruza,1.0
1391,1.0,excusa,1.0
1392,1.0,tumbarlos,1.0
1393,2.0,llama,1.0
1394,1.0,chuza,1.0
1395,1.0,vuelan,1.0
1396,1.0,pájaros,1.0
1397,1.0,vértigo,1.0
1398,1.0,vengo,1.0
1399,1.0,victor,1.0
1400,1.0,grebennikov,1.0
1401,2.0,narcos,1.0
1402,1.0,políticos,1.0
1403,1.0,sicarios,1.0
1404,1.0,ejércitos,1.0
1405,1.0,capítulos,1.0
1406,1.0,trágicos,1.0
1407,1.0,juegos,1.0
1408,1.0,pirotécnicos,1.0
1409,1.0,empezó,1.0
1410,1.0,historias,1.0
1411,1.0,city,1.0
1412,4.0,silencio,4.0
1413,1.0,confundas,1.0
1414,1.0,aguas,1.0
1415,1.0,profundas,1.0
1416,12.0,barriobajeros,
1417,6.0,drogas,
1418,12.0,me-,
1419,6.0,bravo,
1420,6.0,pistoleros,
1421,6.0,abre,
1422,6.0,rajamos,
1423,6.0,cuero,
1424,4.0,puro,
1425,2.0,bro,
1426,1.0,disparos,
1427,2.0,aire,
1428,1.0,15,
1429,1.0,septiembre,
1430,1.0,águila,
1431,1.0,pueda,
1432,1.0,devorar,
1433,1.0,serpiente,
1434,1.0,blancas,
1435,3.0,putas,1.0
1436,1.0,san,
1437,1.0,pablo,
1438,1.0,kilos,
1439,1.0,libras,
1440,1.0,onzas,
1441,1.0,gramos,
1442,2.0,autos,
1443,1.0,formal,
1444,1.0,prisión,
1445,1.0,robo,
1446,1.0,asalto,
1447,1.0,atraco,
1448,1.0,muchas,
1449,1.0,armas,
1450,1.0,largas,
1451,1.0,mueven,
1452,1.0,niños,
1453,1.0,sicariato,
1454,1.0,usando,
1455,1.0,filo,
1456,1.0,cuchillo,
1457,1.0,llenar,
1458,1.0,normal,
1459,1.0,crecí,
1460,3.0,lugar,2.0
1461,1.0,buñuel,
1462,1.0,surreal,
1463,1.0,¿qué,
1464,1.0,contar,
1465,1.0,perjudique,
1466,1.0,imagen,
1467,1.0,nacional,
1468,1.0,sabías,
1469,9.0,realidad,4.0
1470,1.0,yoga,
1471,1.0,andamos,
1472,1.0,espectaculares,
1473,1.0,homies,
1474,1.0,carteras,
1475,1.0,celulares,
1476,1.0,diosito,
1477,1.0,pido,
1478,1.0,ampares,
1479,1.0,maldad,
1480,1.0,golpes,
1481,1.0,chávez,
1482,1.0,llaves,
1483,1.0,amargo,
1484,3.0,sabe,2.0
1485,1.0,guasave,
1486,1.0,retén,
1487,1.0,clave,
1488,1.0,50,
1489,1.0,centavos,
1490,6.0,digo,4.0
1491,1.0,chale,
1492,2.0,boom,1.0
1493,1.0,chakalaca,
1494,1.0,zig,
1495,1.0,zag,
1496,1.0,saca,
1497,1.0,escupe,
1498,1.0,calaca,
1499,1.0,chaka,
1500,1.0,respect,
1501,1.0,terminas,
1502,1.0,ecatepec,
1503,1.0,thug,
1504,1.0,móntate,
1505,1.0,check,
1506,1.0,wu-tang,
1507,1.0,protege,
1508,1.0,neck,
1509,5.0,luces,4.0
1510,5.0,fantasma,4.0
1511,1.0,arrase,
1512,1.0,internet,
1513,1.0,celebramos,
1514,1.0,moëtt,
1515,1.0,ten,
1516,1.0,producto,
1517,2.0,seguro,1.0
1518,2.0,lleva,1.0
1519,1.0,sello,
1520,1.0,dile,
1521,1.0,blanco,
1522,1.0,llámale,
1523,1.0,yayo,
1524,1.0,bello,
1525,1.0,alucines,
1526,1.0,mexicano,
1527,1.0,firme,
1528,1.0,chapulines,
1529,1.0,fumando,1.0
1530,1.0,gira,1.0
1531,1.0,alrededor,1.0
1532,1.0,subiendo,1.0
1533,1.0,nivel,1.0
1534,1.0,elevador,1.0
1535,1.0,deporte,1.0
1536,1.0,muriendo,1.0
1537,6.0,amor,6.0
1538,2.0,padre,2.0
1539,1.0,educó,1.0
1540,1.0,oscuros,1.0
1541,1.0,tomo,1.0
1542,2.0,equivocado,2.0
1543,1.0,demonios,1.0
1544,1.0,invitar,1.0
1545,1.0,pidan,1.0
1546,1.0,pago,1.0
1547,1.0,viva,1.0
1548,1.0,esqueleto,1.0
1549,4.0,matar,4.0
1550,3.0,oro,3.0
1551,1.0,llegas,1.0
1552,1.0,fiestas,1.0
1553,2.0,sexo,2.0
1554,1.0,casual,1.0
1555,1.0,despiertas,1.0
1556,1.0,sueñas,1.0
1557,1.0,enferma,1.0
1558,2.0,remedio,2.0
1559,1.0,venden,1.0
1560,1.0,tiendas,1.0
1561,2.0,crisis,2.0
1562,2.0,infinitas,2.0
1563,2.0,universos,2.0
1564,2.0,paralelos,2.0
1565,2.0,superhéroes,2.0
1566,3.0,caen,3.0
1567,2.0,malheridos,2.0
1568,3.0,dientes,3.0
1569,3.0,manos,3.0
1570,4.0,pies,4.0
1571,2.0,llevan,2.0
1572,3.0,pasado,3.0
1573,3.0,caminamos,3.0
1574,2.0,través,2.0
1575,2.0,dolores,2.0
1576,2.0,creíamos,2.0
1577,2.0,condenados,2.0
1578,6.0,jaula,2.0
1579,3.0,siendo,3.0
1580,2.0,juez,2.0
1581,1.0,aceptar,1.0
1582,1.0,enfermedad,1.0
1583,1.0,humanos,1.0
1584,1.0,ignorantes,1.0
1585,1.0,piensan,1.0
1586,1.0,importante,1.0
1587,1.0,partes,1.0
1588,1.0,trabajes,1.0
1589,1.0,infartes,1.0
1590,1.0,forzados,1.0
1591,2.0,precipicio,2.0
1592,1.0,sistema,1.0
1593,1.0,funciona,1.0
1594,1.0,beneficio,1.0
1595,2.0,lobos,2.0
1596,1.0,disfrazados,1.0
1597,1.0,cordero,1.0
1598,1.0,penthouse,1.0
1599,1.0,edificio,1.0
1600,1.0,observando,1.0
1601,2.0,desquicio,2.0
1602,1.0,sacudido,1.0
1603,1.0,suficientes,1.0
1604,3.0,caminos,3.0
1605,5.0,encuentro,5.0
1606,1.0,asomándome,1.0
1607,1.0,grietas,1.0
1608,1.0,esfera,1.0
1609,1.0,vaya,1.0
1610,2.0,estupidez,2.0
1611,2.0,siquiera,2.0
1612,3.0,enfrente,2.0
1613,1.0,hastío,1.0
1614,1.0,eterno,1.0
1615,1.0,salto,1.0
1616,1.0,amoríos,1.0
1617,3.0,vuelven,3.0
1618,1.0,temblores,1.0
1619,1.0,escalofríos,1.0
1620,1.0,encontrar,1.0
1621,1.0,verdadero,1.0
1622,1.0,desafío,1.0
1623,1.0,llamas,1.0
1624,2.0,pocos,2.0
1625,1.0,dan,1.0
1626,1.0,malo,1.0
1627,1.0,sufre,1.0
1628,1.0,virus,1.0
1629,1.0,raza,1.0
1630,1.0,humana,1.0
1631,1.0,gusano,1.0
1632,1.0,manzana,1.0
1633,1.0,ascenso,1.0
1634,1.0,caída,1.0
1635,1.0,laberinto,1.0
1636,2.0,salida,2.0
1637,1.0,henos,1.0
1638,1.0,escucho,1.0
1639,3.0,voz,3.0
1640,1.0,linea,1.0
1641,1.0,brotan,1.0
1642,1.0,directo,1.0
1643,1.0,cabeza,1.0
1644,1.0,chotas,1.0
1645,1.0,diciendo,1.0
1646,1.0,bajada,1.0
1647,1.0,pelota,1.0
1648,1.0,nota,1.0
1649,1.0,batuta,1.0
1650,1.0,libre,1.0
1651,1.0,insultan,1.0
1652,1.0,insultas,1.0
1653,1.0,alaban,1.0
1654,1.0,sonríes,1.0
1655,1.0,atado,1.0
1656,1.0,confíes,1.0
1657,2.0,querer,2.0
1658,1.0,gustarle,1.0
1659,1.0,mediocre,1.0
1660,1.0,pedazo,1.0
1661,3.0,verdad,3.0
1662,1.0,guardado,1.0
1663,1.0,traes,1.0
1664,1.0,cochinero,1.0
1665,1.0,existencial,1.0
1666,1.0,sentimos,1.0
1667,1.0,atropelló,1.0
1668,1.0,superior,1.0
1669,2.0,mames,1.0
1670,1.0,madres,1.0
1671,1.0,ases,1.0
1672,2.0,cárcel,2.0
1673,1.0,escaparse,1.0
1674,4.0,carcelero,
1675,4.0,ábrame,
1676,5.0,puerta,1.0
1677,5.0,juntos,1.0
1678,4.0,creyendo,
1679,4.0,solos,
1680,1.0,cayo,
1681,1.0,color,1.0
1682,1.0,lila,1.0
1683,1.0,entra,1.0
1684,1.0,pupilas,1.0
1685,1.0,enciendo,1.0
1686,1.0,coche,1.0
1687,1.0,doblando,1.0
1688,1.0,esquinas,1.0
1689,1.0,avenidas,1.0
1690,1.0,bulevares,1.0
1691,1.0,conduzco,1.0
1692,1.0,nubes,1.0
1693,1.0,posibilidades,1.0
1694,1.0,lado,1.0
1695,1.0,feliz,1.0
1696,1.0,equivocaré,1.0
1697,1.0,heridas,1.0
1698,2.0,madrugada,2.0
1699,1.0,comprendo,1.0
1700,1.0,juego,1.0
1701,1.0,necesito,1.0
1702,2.0,aparte,2.0
1703,2.0,par,2.0
1704,1.0,asuntos,1.0
1705,1.0,importantes,1.0
1706,1.0,volante,1.0
1707,1.0,ciego,1.0
1708,1.0,dolorosa,1.0
1709,1.0,lástima,1.0
1710,1.0,doler,1.0
1711,2.0,duele,2.0
1712,5.0,aprendiste,1.0
1713,3.0,llorando,1.0
1714,2.0,criticando,
1715,2.0,destruir,
1716,2.0,comportamiento,
1717,2.0,clásico,
1718,1.0,algún,1.0
1719,1.0,instante,1.0
1720,1.0,delirios,1.0
1721,1.0,inteligente,1.0
1722,1.0,ríe,1.0
1723,1.0,ilusión,1.0
1724,1.0,divierte,1.0
1725,1.0,latiendo,1.0
1726,1.0,enfermos,1.0
1727,4.0,locura,4.0
1728,1.0,escribas,1.0
1729,1.0,fariseos,1.0
1730,1.0,silencios,1.0
1731,1.0,vacíos,1.0
1732,1.0,peligrosos,1.0
1733,1.0,moribundos,1.0
1734,1.0,olvido,1.0
1735,1.0,piadoso,1.0
1736,1.0,oculto,1.0
1737,1.0,apariencias,1.0
1738,2.0,sufrir,2.0
1739,1.0,sufrirás,1.0
1740,1.0,consecuencias,1.0
1741,1.0,encerrado,1.0
1742,1.0,personaje,1.0
1743,1.0,traje,1.0
1744,1.0,hueso,1.0
1745,2.0,there,
1746,2.0,born,
1747,2.0,statik,1.0
1748,2.0,selektah,1.0
1749,1.0,die,
1750,1.0,okay,1.0
1751,1.0,aja,1.0
1752,1.0,baston,1.0
1753,1.0,bap,1.0
1754,1.0,whattup,1.0
1755,1.0,veinte,1.0
1756,1.0,morir,1.0
1757,2.0,plan,1.0
1758,2.0,propio,2.0
1759,1.0,guardián,1.0
1760,1.0,buenos,1.0
1761,1.0,malos,1.0
1762,2.0,momentos,2.0
1763,2.0,pase,2.0
1764,1.0,culpar,1.0
1765,1.0,construido,1.0
1766,1.0,habitante,1.0
1767,1.0,inquilino,1.0
1768,1.0,contamino,1.0
1769,1.0,ilumino,1.0
1770,2.0,aprender,2.0
1771,1.0,cumpliré,1.0
1772,1.0,jugando,1.0
1773,1.0,superhéroe,1.0
1774,1.0,viviendo,1.0
1775,1.0,aventuras,1.0
1776,1.0,mundos,1.0
1777,1.0,serie,1.0
1778,1.0,corriendo,1.0
1779,1.0,intemperie,1.0
1780,1.0,iba,1.0
1781,1.0,descalzos,1.0
1782,1.0,persiguiendo,1.0
1783,3.0,sueños,3.0
1784,1.0,descanso,1.0
1785,1.0,equivocarte,1.0
1786,1.0,arte,1.0
1787,1.0,parten,1.0
1788,2.0,punto,2.0
1789,2.0,parte,2.0
1790,1.0,ancestros,1.0
1791,1.0,peores,1.0
1792,1.0,maestros,1.0
1793,4.0,morirse,
1794,4.0,existe,
1795,2.0,abiertos,2.0
1796,1.0,desierto,1.0
1797,2.0,conocimiento,1.0
1798,1.0,miento,1.0
1799,1.0,aparento,1.0
1800,1.0,intenta,1.0
1801,1.0,detener,1.0
1802,2.0,viento,2.0
1803,1.0,merced,1.0
1804,1.0,hipnotizado,1.0
1805,1.0,imágenes,1.0
1806,1.0,niñez,1.0
1807,1.0,jamas,1.0
1808,1.0,callejón,1.0
1809,1.0,raro,1.0
1810,1.0,poeta,1.0
1811,1.0,sentado,1.0
1812,1.0,banqueta,1.0
1813,1.0,cabe,1.0
1814,1.0,libreta,1.0
1815,1.0,defiendo,1.0
1816,1.0,interpretas,1.0
1817,1.0,meta,1.0
1818,1.0,simplemente,1.0
1819,1.0,ritual,1.0
1820,1.0,caldo,1.0
1821,1.0,intelectual,1.0
1822,1.0,receta,1.0
1823,1.0,inquieta,1.0
1824,1.0,señal,1.0
1825,1.0,inmortal,1.0
1826,1.0,temblor,1.0
1827,1.0,luz,1.0
1828,1.0,trueno,1.0
1829,1.0,revuelta,1.0
1830,5.0,espíritu,5.0
1831,1.0,enfermo,1.0
1832,1.0,desintoxicarse,1.0
1833,1.0,purificarse,1.0
1834,1.0,leyes,1.0
1835,1.0,universo,1.0
1836,1.0,encuentra,1.0
1837,1.0,cura,1.0
1838,1.0,tormento,1.0
1839,1.0,ocupa,1.0
1840,1.0,buen,1.0
1841,1.0,comienzo,1.0
1842,1.0,pocas,1.0
1843,1.0,certeza,1.0
1844,1.0,eternidades,1.0
1845,1.0,edades,1.0
1846,1.0,necedades,1.0
1847,1.0,constelaciones,1.0
1848,1.0,pirámide,1.0
1849,1.0,contemplo,1.0
1850,1.0,parado,1.0
1851,1.0,cúspide,1.0
1852,1.0,quejarse,1.0
1853,1.0,actuar,1.0
1854,1.0,dudas,1.0
1855,1.0,legítimas,1.0
1856,1.0,resolver,1.0
1857,1.0,entonces,1.0
1858,1.0,dejar,1.0
1859,1.0,vencer,1.0
1860,4.0,mismas,4.0
1861,1.0,supone,1.0
1862,1.0,gasta,1.0
1863,2.0,repone,2.0
1864,1.0,gastó,1.0
1865,1.0,devastó,1.0
1866,1.0,dimos,1.0
1867,1.0,demasiado,1.0
1868,1.0,sucede,1.0
1869,1.0,bastó,1.0
1870,1.0,aturde,1.0
1871,1.0,refugio,1.0
1872,1.0,tenerte,1.0
1873,1.0,vicio,1.0
1874,1.0,enganchamos,1.0
1875,1.0,tomados,1.0
1876,1.0,saltamos,1.0
1877,2.0,hacerte,2.0
1878,1.0,daño,1.0
1879,1.0,recorrimos,1.0
1880,1.0,grises,1.0
1881,1.0,remolinos,1.0
1882,1.0,cicatrices,1.0
1883,1.0,pudimos,1.0
1884,1.0,felices,1.0
1885,1.0,podemos,1.0
1886,1.0,continuar,1.0
1887,1.0,sueño,1.0
1888,2.0,duro,2.0
1889,1.0,despertar,1.0
1890,3.0,mató,
1891,3.0,fantasmas,
1892,3.0,llevó,
1893,3.0,regresó,
1894,2.0,reloj,2.0
1895,2.0,arena,2.0
1896,1.0,dunas,1.0
1897,1.0,discusiones,1.0
1898,1.0,envenenan,1.0
1899,1.0,gustan,1.0
1900,1.0,terminó,1.0
1901,1.0,ruinas,1.0
1902,1.0,quema,1.0
1903,1.0,increíble,1.0
1904,1.0,hacíamos,1.0
1905,1.0,noviazgo,1.0
1906,1.0,terrible,1.0
1907,1.0,cansamos,1.0
1908,1.0,edén,1.0
1909,1.0,adoramos,1.0
1910,1.0,pagamos,1.0
1911,1.0,diezmo,1.0
1912,1.0,corrimos,1.0
1913,1.0,riesgos,1.0
1914,1.0,números,1.0
1915,1.0,5,1.0
1916,1.0,2,1.0
1917,1.0,textos,1.0
1918,1.0,fotos,1.0
1919,1.0,rotos,1.0
1920,1.0,pleitos,1.0
1921,1.0,incendio,1.0
1922,1.0,sabios,1.0
1923,1.0,equivoqué,1.0
1924,1.0,pretextos,1.0
1925,1.0,restos,1.0
1926,1.0,decirnos,1.0
1927,2.0,¿cierto,2.0
1928,1.0,venimos,1.0
1929,1.0,despedirnos,1.0
1930,1.0,comprendimos,1.0
1931,1.0,signos,1.0
1932,1.0,creado,1.0
1933,1.0,infierno,1.0
1934,1.0,nube,1.0
1935,1.0,humo,1.0
1936,1.0,verte,1.0
1937,1.0,calmarte,1.0
1938,1.0,olvidarás,1.0
1939,1.0,olvidarte,1.0
1940,2.0,jamás,2.0
1941,1.0,onda,
1942,1.0,¿como,
1943,1.0,andas,
1944,1.0,esperándote,
1945,1.0,40,
1946,1.0,minutos,
1947,1.0,desesperes,
1948,1.0,trafico,
1949,1.0,eje,
1950,1.0,acaban,
1951,1.0,atropellar,
1952,1.0,circuito,
1953,1.0,cuelgas,
1954,1.0,liana,
1955,3.0,vayas,
1956,1.0,traer,
1957,1.0,chingadera,
1958,2.0,todavía,
1959,1.0,desmadrado,
1960,1.0,escúchame,
1961,1.0,suave,
1962,1.0,chida,
1963,1.0,acaba,
1964,1.0,trae,
1965,1.0,corte,
1966,1.0,dar,
1967,1.0,viene,
1968,4.0,orale,
1969,1.0,aguantamos,
1970,1.0,hermano,
1971,1.0,tardar,
1972,1.0,colgar,
1973,1.0,apúrate,
1974,1.0,carnal,
1975,2.0,chingando,
1976,2.0,sobres,
1977,2.0,marcas,
1978,2.0,sale,1.0
1979,1.0,arre,
1980,3.0,temprano,3.0
1981,6.0,enloquecido,6.0
1982,6.0,perdido,6.0
1983,6.0,persigo,6.0
1984,6.0,percibo,6.0
1985,4.0,castigo,4.0
1986,1.0,duda,1.0
1987,1.0,know,1.0
1988,1.0,mean,1.0
1989,1.0,hagas,1.0
1990,1.0,nublar,1.0
1991,1.0,satisfacción,1.0
1992,1.0,habitación,1.0
1993,1.0,mayor,1.0
1994,1.0,adicción,1.0
1995,1.0,encanta,1.0
1996,1.0,delicada,1.0
1997,1.0,blanca,1.0
1998,1.0,lavada,1.0
1999,1.0,diciéndome,1.0
2000,1.0,oido,1.0
2001,1.0,bonita,1.0
2002,1.0,asomada,1.0
2003,1.0,ventanita,1.0
2004,1.0,cualquiera,1.0
2005,1.0,indistinta,1.0
2006,1.0,primera,1.0
2007,1.0,cita,1.0
2008,5.0,favorita,5.0
2009,2.0,andar,2.0
2010,1.0,peligro,1.0
2011,1.0,embargo,1.0
2012,1.0,acepto,1.0
2013,1.0,muerto,1.0
2014,1.0,controlarte,1.0
2015,1.0,traiga,1.0
2016,1.0,pagarte,1.0
2017,4.0,suspiro,4.0
2018,4.0,amen,4.0
2019,1.0,mamita,1.0
2020,1.0,elevas,1.0
2021,1.0,sol,1.0
2022,1.0,pie,1.0
2023,1.0,esforzarse,1.0
2024,1.0,lograrlo,1.0
2025,1.0,cruel,1.0
2026,1.0,lleno,1.0
2027,1.0,morder,1.0
2028,1.0,rendirse,1.0
2029,1.0,opción,1.0
2030,1.0,motivación,1.0
2031,1.0,oración,1.0
2032,1.0,aquellos,1.0
2033,1.0,infiernos,1.0
2034,1.0,perdí,1.0
2035,1.0,aprendimos,1.0
2036,1.0,mala,1.0
2037,1.0,nací,1.0
2038,1.0,sabemos,1.0
2039,1.0,alas,1.0
2040,1.0,busco,1.0
2041,1.0,coleccionar,1.0
2042,2.0,agradecido,2.0
2043,1.0,dado,1.0
2044,1.0,bendecido,1.0
2045,1.0,pagaron,1.0
2046,1.0,adelantado,1.0
2047,3.0,intensa,
2048,3.0,brindo,
2049,3.0,cerveza,
2050,27.0,oh,
2051,21.0,u-oh,
2052,3.0,presencia,
2053,3.0,dejaron,
2054,3.0,esencia,
2055,2.0,hecho,
2056,1.0,lograr,
2057,1.0,enseñar,
2058,1.0,salí,
2059,1.0,casi,
2060,1.0,logra,
2061,1.0,agradezco,
2062,1.0,genios,
2063,1.0,trajo,
2064,1.0,paga,
