,freq,word,freq JK
0,3.0,wickedness,1.0
1,2.0,weakness,1.0
2,2.0,decide,1.0
3,22.0,gon,11.0
4,7.0,live,5.0
5,27.0,die,24.0
6,2.0,takin,2.0
7,5.0,walk,5.0
8,4.0,day,4.0
9,3.0,seen,3.0
10,1.0,woman—a,1.0
11,1.0,blind,1.0
12,1.0,woman—pacin,1.0
13,1.0,sidewalk,1.0
14,1.0,seemed,1.0
15,4.0,bit,4.0
16,1.0,frustrated,1.0
17,1.0,dropped,1.0
18,11.0,somethin,11.0
19,2.0,havin,1.0
20,9.0,hard,7.0
21,13.0,time,11.0
22,1.0,findin,1.0
23,2.0,watchin,2.0
24,2.0,struggle,1.0
25,24.0,go,23.0
26,1.0,lend,1.0
27,1.0,helping,1.0
28,3.0,hand,2.0
29,32.0,know,28.0
30,1.0,hello,1.0
31,1.0,ma'am,1.0
32,1.0,assistance,1.0
33,2.0,seems,2.0
34,8.0,lost,8.0
35,2.0,something,2.0
36,17.0,would,17.0
37,92.0,like,85.0
38,2.0,help,1.0
39,4.0,find,3.0
40,1.0,replied,1.0
41,5.0,oh,4.0
42,1.0,yes,1.0
43,27.0,life,26.0
44,2.0,lamar,1.0
45,1.0,stated,
46,1.0,views,
47,1.0,police,
48,1.0,brutality,
49,5.0,line,4.0
50,1.0,song,
51,1.0,quote,
52,2.0,hate,1.0
53,1.0,popo,
54,26.0,wan,25.0
55,8.0,kill,7.0
56,21.0,us,15.0
57,7.0,street,6.0
58,1.0,fo,
59,1.0,sho'…,
60,2.0,please,
61,1.0,ugh,
62,1.0,it.i,
63,61.0,got,57.0
64,37.0,loyalty,37.0
65,4.0,royalty,4.0
66,16.0,inside,16.0
67,19.0,dna,19.0
68,1.0,cocaine,1.0
69,3.0,quarter,3.0
70,2.0,piece,2.0
71,2.0,war,2.0
72,3.0,peace,3.0
73,5.0,power,5.0
74,2.0,poison,2.0
75,3.0,pain,2.0
76,1.0,joy,1.0
77,1.0,hustle,1.0
78,2.0,though,2.0
79,2.0,ambition,2.0
80,3.0,flow,3.0
81,3.0,born,3.0
82,2.0,since,2.0
83,19.0,one,15.0
84,1.0,immaculate,1.0
85,1.0,conception,1.0
86,1.0,transform,1.0
87,1.0,perform,1.0
88,1.0,yeshua,1.0
89,10.0,new,6.0
90,1.0,weapon,1.0
91,1.0,contemplate,1.0
92,2.0,meditate,2.0
93,2.0,fucking,2.0
94,13.0,head,13.0
95,1.0,put-the-kids-to-bed,1.0
96,1.0,realness,1.0
97,27.0,shit,26.0
98,8.0,'cause,8.0
99,2.0,millions,2.0
100,2.0,riches,2.0
101,1.0,buildin,1.0
102,3.0,dark,3.0
103,1.0,evil,1.0
104,1.0,rot,1.0
105,1.0,troublesome,1.0
106,7.0,heart,5.0
107,2.0,win,2.0
108,1.0,wimbledon,1.0
109,2.0,serve,2.0
110,33.0,yeah,30.0
111,3.0,sound,1.0
112,1.0,engine,1.0
113,3.0,bird,3.0
114,17.0,see,16.0
115,1.0,fireworks,1.0
116,1.0,corvette,1.0
117,1.0,tire,1.0
118,1.0,skrrt,1.0
119,1.0,boulevard,1.0
120,10.0,work,10.0
121,1.0,a—,1.0
122,48.0,bitch,45.0
123,1.0,hormones,1.0
124,15.0,prolly,15.0
125,1.0,switch,1.0
126,2.0,problem,2.0
127,1.0,sucker,1.0
128,3.0,daddy,3.0
129,1.0,snitched,1.0
130,2.0,heritage,2.0
131,1.0,backbone,1.0
132,1.0,exist,1.0
133,1.0,onside,1.0
134,1.0,jellyfish,1.0
135,1.0,gauge,1.0
136,1.0,pedigree,1.0
137,1.0,definitely,1.0
138,1.0,tolerate,1.0
139,3.0,front,3.0
140,1.0,offend,1.0
141,1.0,paula,1.0
142,2.0,oldest,2.0
143,8.0,son,5.0
144,4.0,murder,4.0
145,1.0,conviction,1.0
146,1.0,burners,1.0
147,1.0,boosters,1.0
148,1.0,burglars,1.0
149,1.0,ballers,1.0
150,3.0,dead,3.0
151,1.0,redemption,1.0
152,1.0,scholars,1.0
153,2.0,fathers,2.0
154,2.0,kids,2.0
155,3.0,wish,3.0
156,1.0,fed,1.0
157,1.0,forgiveness,1.0
158,1.0,soldier,1.0
159,1.0,beast,1.0
160,1.0,expertise,1.0
161,2.0,checked,2.0
162,2.0,second,2.0
163,1.0,grade,1.0
164,2.0,9,2.0
165,1.0,on-sale,1.0
166,1.0,motel,1.0
167,1.0,nowhere,1.0
168,2.0,stay,2.0
169,1.0,29,1.0
170,9.0,done,9.0
171,6.0,well,4.0
172,9.0,hit,9.0
173,1.0,cartwheel,1.0
174,1.0,estate,1.0
175,2.0,shine,2.0
176,1.0,supposed,1.0
177,1.0,antisocial,1.0
178,1.0,extrovert,1.0
179,1.0,excellent,1.0
180,4.0,mean,4.0
181,3.0,extra,3.0
182,1.0,absentness,1.0
183,20.0,fuck,20.0
184,1.0,heard,1.0
185,1.0,pessimists,1.0
186,10.0,never,8.0
187,1.0,struck,1.0
188,1.0,nerve,1.0
189,1.0,nazareth,1.0
190,1.0,plead,1.0
191,4.0,case,4.0
192,1.0,reason,1.0
193,15.0,earth,8.0
194,1.0,salute,1.0
195,1.0,truth,1.0
196,1.0,prophet,1.0
197,9.0,say,9.0
198,1.0,hip,1.0
199,7.0,hop,7.0
200,1.0,damage,1.0
201,3.0,young,3.0
202,1.0,african,1.0
203,1.0,americans,1.0
204,1.0,racism,1.0
205,1.0,recent,1.0
206,7.0,years,7.0
207,15.0,better,15.0
208,2.0,rollin,2.0
209,1.0,several,1.0
210,2.0,dice,2.0
211,1.0,5,1.0
212,3.0,4,1.0
213,1.0,3,1.0
214,1.0,2,1.0
215,1.0,1,1.0
216,1.0,inheritin',1.0
217,21.0,money,15.0
218,1.0,mecca,1.0
219,1.0,marriages,1.0
220,19.0,tell,17.0
221,5.0,somethin',5.0
222,1.0,mothafuckas,1.0
223,7.0,nothin',7.0
224,4.0,rather,4.0
225,3.0,listen,3.0
226,1.0,imitation,1.0
227,1.0,abomination,1.0
228,1.0,matrix,1.0
229,2.0,dodgin,2.0
230,1.0,bullets,1.0
231,2.0,reapin,2.0
232,1.0,sow,1.0
233,1.0,stackin,1.0
234,1.0,footage,1.0
235,7.0,livin,4.0
236,2.0,sleepin,2.0
237,1.0,villa,1.0
238,4.0,sippin,1.0
239,1.0,grammy,1.0
240,2.0,walkin,2.0
241,1.0,buildin',1.0
242,1.0,diamond,1.0
243,1.0,ceilin,1.0
244,1.0,marble,1.0
245,1.0,floors,1.0
246,1.0,beach,1.0
247,4.0,window,4.0
248,1.0,peekin,1.0
249,5.0,baby,4.0
250,2.0,pool,2.0
251,1.0,godfather,1.0
252,1.0,goals,1.0
253,8.0,lord,3.0
254,3.0,knows,1.0
255,3.0,goin,3.0
256,1.0,hammer,1.0
257,1.0,paparazzi,1.0
258,1.0,freakin,1.0
259,1.0,cameras,1.0
260,2.0,eat,2.0
261,1.0,four,1.0
262,2.0,daughters,2.0
263,1.0,brock,1.0
264,1.0,wearin,1.0
265,1.0,sandals,1.0
266,1.0,yoga,1.0
267,1.0,monday,1.0
268,1.0,stretchin,1.0
269,1.0,nirvana,1.0
270,1.0,snakes,1.0
271,1.0,curvin,1.0
272,1.0,fakes,1.0
273,3.0,phone,3.0
274,1.0,conversate,1.0
275,2.0,compromise,2.0
276,1.0,penetrate,1.0
277,2.0,sex,2.0
278,1.0,murder—these,1.0
279,1.0,breaks,1.0
280,5.0,times,4.0
281,1.0,level,1.0
282,1.0,number,1.0
283,22.0,look,19.0
284,1.0,sky,1.0
285,3.0,10,3.0
286,28.0,way,25.0
287,1.0,sentence,1.0
288,1.0,killings,1.0
289,1.0,motherfucker,1.0
290,1.0,winners,1.0
291,3.0,without,3.0
292,4.0,body,4.0
293,1.0,belt,1.0
294,1.0,ticket,1.0
295,1.0,plate,1.0
296,3.0,sick,3.0
297,5.0,enough,5.0
298,7.0,pull,7.0
299,3.0,rich,3.0
300,3.0,lot,2.0
301,1.0,skate,1.0
302,1.0,destruction,1.0
303,2.0,fate,2.0
304,4.0,faith,4.0
305,18.0,world,15.0
306,15.0,let,15.0
307,1.0,rotate,1.0
308,1.0,murder—our,1.0
309,4.0,always,2.0
310,2.0,vs,
311,1.0,found,
312,4.0,remember,3.0
313,4.0,happens,2.0
314,4.0,stays,2.0
315,21.0,put,20.0
316,2.0,reverse,1.0
317,1.0,darling,
318,7.0,told,6.0
319,4.0,many,3.0
320,1.0,telling,
321,1.0,remind,
322,1.0,sweetheart,
323,1.0,my—,
324,2.0,hail,2.0
325,2.0,mary,2.0
326,1.0,marijuana,1.0
327,6.0,pray,5.0
328,1.0,hooligans,1.0
329,1.0,shadows,1.0
330,1.0,fellowship,1.0
331,2.0,demons,2.0
332,2.0,relatives,2.0
333,1.0,star,1.0
334,1.0,funny,1.0
335,3.0,mothafucka,3.0
336,3.0,true,2.0
337,1.0,comedian,1.0
338,42.0,love,10.0
339,7.0,trust,7.0
340,9.0,might,9.0
341,1.0,buggin,1.0
342,1.0,infomercials,1.0
343,2.0,sleep,2.0
344,1.0,introverted,1.0
345,4.0,thoughts,4.0
346,3.0,children,1.0
347,1.0,gets,1.0
348,2.0,deep,2.0
349,2.0,upon,1.0
350,1.0,nickerson,1.0
351,1.0,garden,1.0
352,4.0,projects,4.0
353,1.0,object,1.0
354,2.0,process,2.0
355,1.0,digest,1.0
356,2.0,poverty,2.0
357,1.0,dialect,1.0
358,1.0,adaptation,1.0
359,1.0,inevitable,1.0
360,3.0,gun,3.0
361,1.0,violence,1.0
362,2.0,crack,2.0
363,3.0,spot,3.0
364,1.0,federal,1.0
365,1.0,policies,1.0
366,1.0,raid,1.0
367,1.0,buildings,1.0
368,1.0,drug,1.0
369,1.0,professionals,1.0
370,7.0,anthony,7.0
371,3.0,seven,3.0
372,1.0,well-respected,1.0
373,1.0,calm,1.0
374,2.0,collected,2.0
375,4.0,laughin,4.0
376,1.0,jokin,1.0
377,9.0,made,9.0
378,1.0,easier,1.0
379,2.0,momma,2.0
380,1.0,four-year-old,1.0
381,2.0,tellin,2.0
382,2.0,nanny,2.0
383,1.0,needed,1.0
384,8.0,family,5.0
385,1.0,history,1.0
386,1.0,pimpin,1.0
387,1.0,bangin',1.0
388,1.0,meant,1.0
389,1.0,dangerous,1.0
390,1.0,clocked,1.0
391,1.0,grip,1.0
392,4.0,start,3.0
393,1.0,slangin',1.0
394,2.0,fifteen,2.0
395,1.0,scrapin,1.0
396,1.0,jeans,1.0
397,1.0,pieces,1.0
398,2.0,even,2.0
399,1.0,smoker,1.0
400,6.0,last,6.0
401,1.0,weekend,1.0
402,1.0,dodged,1.0
403,1.0,policeman,1.0
404,1.0,workin,1.0
405,5.0,big,5.0
406,3.0,homie,3.0
407,1.0,small-time,1.0
408,1.0,hustler,1.0
409,1.0,graduated,1.0
410,1.0,brick,1.0
411,1.0,"10,000",1.0
412,3.0,dollars,3.0
413,1.0,project,1.0
414,1.0,housing,1.0
415,3.0,daily,3.0
416,3.0,first,3.0
417,1.0,mil,1.0
418,2.0,twenty,2.0
419,3.0,old,3.0
420,2.0,couple,2.0
421,2.0,babies,2.0
422,1.0,shooters,1.0
423,4.0,caught,4.0
424,1.0,fingerprints,1.0
425,1.0,assumin',1.0
426,2.0,witnesses,2.0
427,10.0,could,9.0
428,2.0,prove,2.0
429,17.0,back,14.0
430,1.0,turned,1.0
431,8.0,killed,7.0
432,5.0,cousin,4.0
433,13.0,beat,13.0
434,2.0,went,2.0
435,2.0,hustlin',2.0
436,1.0,bird-shufflin,1.0
437,1.0,rang,1.0
438,1.0,two-tone,1.0
439,1.0,mustang,1.0
440,1.0,5.0,1.0
441,1.0,thing,1.0
442,1.0,5-0,1.0
443,7.0,came,6.0
444,1.0,circlin,1.0
445,2.0,parking,2.0
446,1.0,lots,1.0
447,1.0,spots,1.0
448,1.0,hoppin,1.0
449,1.0,harrassin,1.0
450,1.0,corner,1.0
451,2.0,blocks,2.0
452,1.0,crooked,1.0
453,1.0,cops,1.0
454,5.0,kick,5.0
455,1.0,brushed,1.0
456,21.0,'em,21.0
457,1.0,walked,1.0
458,1.0,kentucky,1.0
459,1.0,fried,1.0
460,4.0,chicken,4.0
461,1.0,light-skinned,1.0
462,26.0,nigga,26.0
463,1.0,talked,1.0
464,1.0,curly,1.0
465,3.0,top,3.0
466,1.0,gap,1.0
467,1.0,teeth,1.0
468,1.0,worked,1.0
469,6.0,name,5.0
470,3.0,ducky,3.0
471,6.0,streets,6.0
472,1.0,robert,1.0
473,1.0,taylor,1.0
474,1.0,homes,1.0
475,1.0,southside,1.0
476,1.0,chiraq,1.0
477,1.0,terror,1.0
478,1.0,dome,1.0
479,1.0,drove,1.0
480,1.0,california,1.0
481,3.0,woman,2.0
482,1.0,500,1.0
483,3.0,hopin,3.0
484,1.0,college,1.0
485,1.0,hustlin,1.0
486,3.0,side,3.0
487,1.0,nine-to-five,1.0
488,2.0,freak,2.0
489,1.0,cadillac,1.0
490,1.0,seville,1.0
491,7.0,ride,7.0
492,3.0,around,2.0
493,1.0,weekends,1.0
494,1.0,three-piece,1.0
495,1.0,special,1.0
496,1.0,shirt,1.0
497,2.0,pocket,2.0
498,2.0,'cross,2.0
499,1.0,planned,1.0
500,1.0,rob,1.0
501,2.0,stuck,2.0
502,3.0,place,1.0
503,1.0,'84,1.0
504,1.0,affiliation,1.0
505,1.0,really,1.0
506,2.0,eight,2.0
507,1.0,gears,1.0
508,3.0,sellin,3.0
509,1.0,devilish,1.0
510,1.0,works,1.0
511,1.0,killin,1.0
512,2.0,crime,2.0
513,1.0,intelligent,1.0
514,1.0,felonious,1.0
515,1.0,prevalent,1.0
516,1.0,proposition,1.0
517,1.0,9's,1.0
518,1.0,well-aware,1.0
519,1.0,robbed,1.0
520,2.0,manager,2.0
521,1.0,shot,1.0
522,1.0,customer,1.0
523,1.0,year,1.0
524,1.0,figured,1.0
525,23.0,get,18.0
526,9.0,niggas,9.0
527,7.0,good,4.0
528,3.0,sides,3.0
529,2.0,free,2.0
530,2.0,every,1.0
531,1.0,posted,1.0
532,7.0,two,6.0
533,1.0,biscuits,1.0
534,1.0,liked,1.0
535,3.0,slide,3.0
536,3.0,fact,3.0
537,1.0,survive,1.0
538,2.0,pay,2.0
539,1.0,attention,1.0
540,1.0,decision,1.0
541,1.0,changed,1.0
542,2.0,lives,2.0
543,2.0,curse,1.0
544,1.0,manifest,1.0
545,1.0,karma,1.0
546,26.0,take,25.0
547,2.0,strangers,2.0
548,1.0,random,1.0
549,1.0,predicaments,1.0
550,14.0,give,8.0
551,2.0,soul,2.0
552,28.0,make,27.0
553,1.0,choices,1.0
554,2.0,later,2.0
555,2.0,meet,2.0
556,1.0,recording,1.0
557,1.0,studios,1.0
558,1.0,benefits,1.0
559,1.0,remindin,1.0
560,1.0,incident,1.0
561,1.0,whoever,1.0
562,4.0,thought,4.0
563,4.0,greatest,3.0
564,2.0,rapper,2.0
565,1.0,coincidence,1.0
566,1.0,dawg,1.0
567,1.0,servin,1.0
568,2.0,grew,2.0
569,2.0,father,2.0
570,1.0,gunfight,1.0
571,1.0,day…,1.0
572,4.0,kung,1.0
573,4.0,fu,1.0
574,4.0,kenny,1.0
575,16.0,nobody,13.0
576,13.0,prayin,12.0
577,17.0,y'all,16.0
578,2.0,willin,2.0
579,1.0,cried,1.0
580,2.0,bible,1.0
581,2.0,eye,2.0
582,1.0,d.o.t,1.0
583,3.0,enemy,3.0
584,2.0,catch,2.0
585,1.0,vibe,1.0
586,28.0,ayy,28.0
587,1.0,stomped,1.0
588,1.0,commissary,1.0
589,1.0,commas,1.0
590,1.0,grandmas,1.0
591,1.0,thirty,1.0
592,1.0,feds,1.0
593,1.0,watchin',1.0
594,1.0,auntie,1.0
595,1.0,telegram,1.0
596,1.0,cautious,1.0
597,2.0,hangin,2.0
598,1.0,tam,1.0
599,1.0,stockton,1.0
600,2.0,'gram,2.0
601,2.0,compton,2.0
602,5.0,fuckin,5.0
603,1.0,broke,1.0
604,2.0,dope,2.0
605,1.0,mainey-ass,1.0
606,2.0,rap,2.0
607,3.0,slap,3.0
608,3.0,pussy-ass,3.0
609,8.0,i'ma,8.0
610,9.0,sexy,9.0
611,5.0,air,3.0
612,6.0,element,6.0
613,3.0,nah,3.0
614,1.0,allergic,1.0
615,1.0,imaginary,1.0
616,1.0,figures,1.0
617,1.0,ho,1.0
618,1.0,slimmer,1.0
619,1.0,figure,1.0
620,1.0,digital,1.0
621,1.0,physical,1.0
622,1.0,bunch,1.0
623,1.0,criminals,1.0
624,1.0,calls,1.0
625,7.0,okay,7.0
626,1.0,a1,1.0
627,1.0,fly,1.0
628,1.0,relocate,1.0
629,2.0,jump,2.0
630,1.0,g5,1.0
631,1.0,checkin,1.0
632,1.0,heavy,1.0
633,1.0,ready,1.0
634,1.0,–,1.0
635,2.0,100k,2.0
636,1.0,spread,1.0
637,1.0,across,1.0
638,2.0,floor,2.0
639,3.0,none,3.0
640,1.0,makin,1.0
641,1.0,mistake,1.0
642,1.0,landslide,1.0
643,12.0,talkin,12.0
644,1.0,races,1.0
645,1.0,tie,1.0
646,1.0,laces,1.0
647,1.0,careers,1.0
648,1.0,patient,1.0
649,1.0,mr.,1.0
650,1.0,five,1.0
651,2.0,logic,2.0
652,3.0,fake,3.0
653,3.0,death,2.0
654,1.0,cuba,1.0
655,1.0,option,1.0
656,1.0,damned,1.0
657,2.0,yuhhh,2.0
658,8.0,goddamn,3.0
659,10.0,damn,10.0
660,2.0,shame,2.0
661,1.0,frontline,1.0
662,16.0,huh,16.0
663,2.0,k-dot,2.0
664,7.0,real,7.0
665,3.0,tv,3.0
666,5.0,flex,5.0
667,1.0,l.a.,1.0
668,2.0,next,2.0
669,1.0,freeway,1.0
670,14.0,need,14.0
671,1.0,receipt,1.0
672,1.0,squeal,1.0
673,1.0,envy,1.0
674,1.0,jealousy,1.0
675,5.0,throw,5.0
676,1.0,rocks,1.0
677,1.0,try,1.0
678,1.0,hide,1.0
679,4.0,promise,4.0
680,1.0,candyman,1.0
681,4.0,eyes,2.0
682,2.0,lies,2.0
683,2.0,fade,2.0
684,1.0,advised,1.0
685,1.0,lp,1.0
686,1.0,tried,1.0
687,1.0,lift,1.0
688,5.0,black,5.0
689,3.0,artists,3.0
690,1.0,difference,1.0
691,1.0,wack,1.0
692,1.0,kid,
693,1.0,capri,
694,1.0,paradise,1.0
695,4.0,think,3.0
696,2.0,hungry,2.0
697,18.0,yo,16.0
698,2.0,carl,1.0
699,7.0,man,3.0
